Grid search: 18 combinations x 10 sims each
  n_sigma:  [0.0, 0.1, 0.2, 0.5, 1.0, 2.0]
  lambda2:  [0.0, 1.5, 10.0]
  Base:     output/experiment2
  Output:   output/grid7_*/
============================================================

============================================================
[1/18] n_sigma=0.0, lambda2=0.0
  Output: output/grid7_ns0.0_l20.0
============================================================
[INFO] Using device: mps
[INFO] Data shape: (2000, 95)
[INFO] RL train stocks: [60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]
[INFO] RL val stocks:   [80, 81, 82, 83, 84]
[INFO] Loaded transformer predictions from output/grid7_ns0.0_l20.0/checkpoints
[INFO] Normalization: mean=0.0000, std=0.0002
[INFO] Auto-loaded R²=0.5583 from transformer metrics
[INFO] Policy parameters: 4,677
[INFO] Env params: half_spread=0.0005, target_vol=0.02, R²=0.5583214163780212, n_sigma=0.0, tau=20, lambda2=0.0

 Iter    MeanRew    PolLoss      VLoss    Entropy         KL    EntCoef     LogStd     RewStd     Time
   19    -0.0464    -0.0029     0.0316     1.6435     0.0038     0.0005    -0.6006      23.04     4.3s
   20    -0.0570    -0.0043     0.0507     1.6166     0.0042     0.0005    -0.6208      22.49     4.2s
   21    -0.0411    -0.0004     0.0240     1.5852     0.0014     0.0004    -0.6308      21.98     4.2s
   22    -0.0375    -0.0022     0.0271     1.5630     0.0025     0.0004    -0.6439      21.50     4.2s
   23    -0.0443    -0.0013     0.0319     1.5395     0.0043     0.0004    -0.6534      21.05     4.2s
   24    -0.0307    -0.0010     0.0241     1.5249     0.0023     0.0004    -0.6593      20.62     4.2s
   25    -0.0342    -0.0020     0.0208     1.5067     0.0023     0.0004    -0.6723      20.23     4.2s
   26    -0.0363    -0.0015     0.0198     1.4877     0.0040     0.0004    -0.6761      19.85     4.2s
   27    -0.0448    -0.0015     0.0285     1.4718     0.0030     0.0004    -0.6899      19.50     4.2s
   28    -0.0266    -0.0005     0.0194     1.4458     0.0021     0.0004    -0.7022      19.16     4.2s
   29    -0.0304    -0.0011     0.0205     1.4307     0.0030     0.0004    -0.7044      18.84     4.3s
   30    -0.0254    -0.0018     0.0185     1.4202     0.0025     0.0004    -0.7125      18.54     4.3s
   31    -0.0247    -0.0011     0.0221     1.4059     0.0026     0.0004    -0.7198      18.24     4.2s
   32    -0.0210    -0.0013     0.0189     1.3896     0.0030     0.0004    -0.7286      17.97     4.3s
   33    -0.0185    -0.0013     0.0197     1.3681     0.0039     0.0004    -0.7407      17.70     4.3s
   34    -0.0193    -0.0015     0.0173     1.3537     0.0042     0.0004    -0.7420      17.45     4.3s
   35    -0.0183    -0.0010     0.0141     1.3450     0.0026     0.0004    -0.7516      17.21     4.3s
   36    -0.0212    -0.0009     0.0137     1.3194     0.0029     0.0004    -0.7656      16.97     4.2s
   37    -0.0208    -0.0007     0.0128     1.2975     0.0013     0.0004    -0.7740      16.75     4.3s
   38    -0.0167    -0.0016     0.0108     1.2722     0.0017     0.0004    -0.7896      16.54     4.3s
   39    -0.0186    -0.0011     0.0121     1.2487     0.0029     0.0004    -0.7975      16.33     4.3s
   40    -0.0181    -0.0031     0.0087     1.2290     0.0019     0.0004    -0.8100      16.13     4.3s
   41    -0.0165    -0.0032     0.0086     1.2161     0.0059     0.0004    -0.8113      15.94     4.2s
   42    -0.0207    -0.0025     0.0157     1.1992     0.0036     0.0004    -0.8276      15.75     4.3s
   43    -0.0215    -0.0017     0.0080     1.1714     0.0024     0.0004    -0.8384      15.57     4.3s
   44    -0.0180    -0.0022     0.0108     1.1452     0.0038     0.0004    -0.8532      15.40     4.3s
   45    -0.0158    -0.0009     0.0103     1.1232     0.0025     0.0004    -0.8604      15.23     4.2s
   46    -0.0221    -0.0011     0.0240     1.1267     0.0041     0.0004    -0.8507      15.07     4.2s
   47    -0.0131    -0.0011     0.0086     1.1244     0.0026     0.0004    -0.8624      14.91     4.2s
   48    -0.0120    -0.0019     0.0071     1.1033     0.0022     0.0004    -0.8714      14.76     4.2s
   49    -0.0136    -0.0015     0.0077     1.0773     0.0023     0.0004    -0.8870      14.61     4.2s
   50    -0.0129    -0.0009     0.0067     1.0526     0.0016     0.0004    -0.8976      14.47     4.2s
   51    -0.0076    -0.0023     0.0055     1.0401     0.0045     0.0004    -0.8981      14.33     4.3s
   52    -0.0099    -0.0020     0.0064     1.0334     0.0063     0.0004    -0.9058      14.19     4.3s
   53    -0.0129    -0.0011     0.0127     1.0212     0.0034     0.0004    -0.9106      14.06     4.2s
   54    -0.0086    -0.0015     0.0092     1.0179     0.0035     0.0004    -0.9089      13.93     4.2s
   55    -0.0091    -0.0006     0.0056     1.0290     0.0012     0.0004    -0.8996      13.81     4.3s
   56    -0.0135    -0.0017     0.0073     1.0339     0.0035     0.0004    -0.9042      13.69     4.2s
   57    -0.0078    -0.0010     0.0043     1.0258     0.0031     0.0004    -0.9069      13.57     4.2s
   58    -0.0159    -0.0006     0.0069     1.0197     0.0025     0.0004    -0.9094      13.45     4.3s
   59    -0.0078    -0.0022     0.0039     1.0069     0.0028     0.0004    -0.9211      13.34     4.2s
   60    -0.0107    -0.0015     0.0042     0.9775     0.0025     0.0004    -0.9383      13.23     4.2s
   61    -0.0058    -0.0009     0.0026     0.9574     0.0035     0.0003    -0.9406      13.13     4.2s
   62    -0.0070    -0.0017     0.0027     0.9520     0.0032     0.0003    -0.9456      13.02     4.2s
   63    -0.0073    -0.0009     0.0040     0.9522     0.0030     0.0003    -0.9397      12.92     4.2s
   64    -0.0039    -0.0006     0.0035     0.9501     0.0030     0.0003    -0.9509      12.82     4.3s
   65    -0.0058    -0.0003     0.0031     0.9321     0.0023     0.0003    -0.9531      12.72     4.3s
   66    -0.0051    -0.0017     0.0059     0.9261     0.0027     0.0003    -0.9597      12.63     4.2s
   67    -0.0133    -0.0017     0.0103     0.9037     0.0027     0.0003    -0.9718      12.54     4.3s
   68    -0.0060    -0.0012     0.0047     0.8922     0.0037     0.0003    -0.9739      12.44     4.2s
   69    -0.0043    -0.0016     0.0046     0.8727     0.0022     0.0003    -0.9897      12.36     4.2s
   70    -0.0049    -0.0013     0.0026     0.8568     0.0032     0.0003    -0.9914      12.27     4.2s
   71    -0.0047    -0.0007     0.0022     0.8496     0.0018     0.0003    -0.9973      12.18     4.2s
   72    -0.0098    -0.0007     0.0123     0.8393     0.0029     0.0003    -1.0023      12.10     4.2s
   73    -0.0043    -0.0011     0.0105     0.8342     0.0040     0.0003    -1.0016      12.02     4.2s
   74    -0.0101    -0.0004     0.0539     0.8257     0.0031     0.0003    -1.0115      11.94     4.3s
   75    -0.0065    -0.0021     0.0064     0.7995     0.0031     0.0003    -1.0260      11.86     4.3s
   76    -0.0039    -0.0007     0.0054     0.7861     0.0031     0.0003    -1.0254      11.78     4.3s
   77    -0.0103    -0.0015     0.0081     0.7909     0.0027     0.0003    -1.0219      11.71     4.3s
   78    -0.0037    -0.0025     0.0039     0.7989     0.0044     0.0003    -1.0169      11.63     4.1s
   79    -0.0086    -0.0012     0.0176     0.8020     0.0049     0.0003    -1.0187      11.56     4.2s
   80    -0.0202    -0.0012     0.0169     0.7944     0.0033     0.0003    -1.0252      11.49     4.3s
   81    -0.0128    -0.0010     0.0086     0.7792     0.0031     0.0003    -1.0324      11.42     4.3s
   82    -0.0059    -0.0015     0.0193     0.7727     0.0044     0.0003    -1.0331      11.35     4.3s
   83    -0.0045    -0.0011     0.0033     0.7528     0.0030     0.0003    -1.0513      11.28     4.3s
   84    -0.0146    -0.0011     0.0473     0.7304     0.0039     0.0003    -1.0559      11.22     4.3s
   85    -0.0176    -0.0021     0.0096     0.7229     0.0043     0.0003    -1.0587      11.15     4.2s
   86    -0.0054    -0.0006     0.0183     0.7160     0.0023     0.0003    -1.0624      11.09     4.3s
   87    -0.0033    -0.0012     0.0064     0.7123     0.0027     0.0003    -1.0627      11.02     4.3s
   88    -0.0085    -0.0008     0.0129     0.7088     0.0030     0.0003    -1.0667      10.96     4.3s
   89    -0.0029    -0.0017     0.0125     0.6948     0.0020     0.0003    -1.0764      10.90     4.3s
   90    -0.0146     0.0000     0.0662     0.6786     0.0039     0.0003    -1.0823      10.84     4.2s
   91    -0.0026    -0.0018     0.0582     0.6771     0.0050     0.0003    -1.0777      10.78     4.2s
   92    -0.0033    -0.0011     0.0034     0.6762     0.0032     0.0003    -1.0840      10.72     4.2s
   93    -0.0074    -0.0022     0.0201     0.6727     0.0057     0.0003    -1.0808      10.67     4.2s
   94    -0.0034     0.0005     0.0152     0.6739     0.0035     0.0003    -1.0842      10.61     4.2s
   95    -0.0104    -0.0010     0.0486     0.6545     0.0046     0.0003    -1.0993      10.55     4.3s
   96    -0.0135    -0.0019     0.0101     0.6349     0.0049     0.0003    -1.1035      10.50     4.3s
   97    -0.0013    -0.0006     0.0708     0.6227     0.0034     0.0003    -1.1115      10.45     4.2s
   98    -0.0019    -0.0014     0.0035     0.6076     0.0033     0.0003    -1.1180      10.39     4.1s
   99    -0.0034    -0.0011     0.0051     0.5916     0.0033     0.0003    -1.1265      10.34     4.3s
  100    -0.0121    -0.0021     0.0195     0.5886     0.0072     0.0003    -1.1228      10.29     4.3s
  101    -0.0038    -0.0016     0.0326     0.5935     0.0075     0.0003    -1.1212      10.24     4.3s
  102    -0.0012    -0.0023     0.0030     0.6101     0.0041     0.0002    -1.1074      10.19     4.3s
  103    -0.0025    -0.0004     0.0039     0.6170     0.0025     0.0002    -1.1141      10.14     4.3s
  104    -0.0040    -0.0007     0.0087     0.6099     0.0042     0.0002    -1.1143      10.09     4.2s
  105    -0.0047    -0.0006     0.0130     0.6172     0.0033     0.0002    -1.1060      10.05     4.2s
  106    -0.0015    -0.0005     0.0023     0.6239     0.0029     0.0002    -1.1070      10.00     4.2s
  107    -0.0022    -0.0007     0.0045     0.6133     0.0032     0.0002    -1.1170       9.95     4.2s
  108    -0.0011    -0.0015     0.0035     0.6028     0.0051     0.0002    -1.1179       9.91     4.2s
  109    -0.0091    -0.0012     0.0178     0.5972     0.0032     0.0002    -1.1222       9.86     4.2s
  110    -0.0020     0.0000     0.0136     0.5872     0.0028     0.0002    -1.1277       9.82     4.3s
  111    -0.0205    -0.0004     0.0207     0.5769     0.0033     0.0002    -1.1324       9.77     4.2s
  112    -0.0107    -0.0027     0.0075     0.5724     0.0052     0.0002    -1.1318       9.73     4.3s
  113    -0.0028    -0.0009     0.0088     0.5728     0.0022     0.0002    -1.1334       9.69     4.2s
  114    -0.0017    -0.0002     0.0024     0.5698     0.0035     0.0002    -1.1336       9.65     4.2s
  115    -0.0037    -0.0002     0.0032     0.5626     0.0034     0.0002    -1.1407       9.60     4.2s
  116    -0.0013    -0.0006     0.0017     0.5556     0.0027     0.0002    -1.1420       9.56     4.2s
  117    -0.0014    -0.0011     0.0016     0.5518     0.0040     0.0002    -1.1432       9.52     4.2s
  118    -0.0037    -0.0000     0.0044     0.5430     0.0027     0.0002    -1.1511       9.48     4.2s
  119    -0.0042    -0.0008     0.0045     0.5313     0.0035     0.0002    -1.1547       9.44     4.2s
  120    -0.0037    -0.0015     0.0045     0.5444     0.0059     0.0002    -1.1402       9.40     4.2s
  121    -0.0004    -0.0015     0.0006     0.5512     0.0054     0.0002    -1.1467       9.36     4.3s
  122    -0.0008    -0.0020     0.0015     0.5568     0.0054     0.0002    -1.1356       9.33     4.2s
  123    -0.0022    -0.0012     0.0027     0.5646     0.0040     0.0002    -1.1378       9.29     4.2s
  124    -0.0124    -0.0022     0.0111     0.5641     0.0055     0.0002    -1.1362       9.25     4.2s
  125    -0.0010    -0.0012     0.0039     0.5582     0.0030     0.0002    -1.1445       9.22     4.2s
  126    -0.0084    -0.0022     0.0082     0.5496     0.0050     0.0002    -1.1437       9.18     4.2s
  127    -0.0010    -0.0003     0.0036     0.5559     0.0041     0.0002    -1.1387       9.14     4.2s
  128    -0.0014    -0.0014     0.0046     0.5496     0.0029     0.0002    -1.1488       9.11     4.3s
  129    -0.0077    -0.0016     0.0134     0.5283     0.0038     0.0002    -1.1599       9.07     4.2s
  130    -0.0011    -0.0012     0.0091     0.5017     0.0031     0.0002    -1.1754       9.04     4.2s
  131    -0.0059    -0.0009     0.0098     0.4918     0.0031     0.0002    -1.1704       9.00     4.2s
  132    -0.0066    -0.0024     0.0074     0.4906     0.0043     0.0002    -1.1761       8.97     4.2s
  133    -0.0015    -0.0008     0.0039     0.4706     0.0035     0.0002    -1.1899       8.94     4.2s
  134    -0.0020    -0.0005     0.0031     0.4452     0.0038     0.0002    -1.2010       8.90     4.2s
  135    -0.0035    -0.0010     0.0045     0.4270     0.0055     0.0002    -1.2093       8.87     4.2s
  136    -0.0011    -0.0014     0.0015     0.4257     0.0052     0.0002    -1.2028       8.84     4.2s
  137    -0.0015    -0.0006     0.0070     0.4270     0.0038     0.0002    -1.2079       8.81     4.2s
  138    -0.0010    -0.0006     0.0032     0.4207     0.0023     0.0002    -1.2088       8.77     4.2s
  139    -0.0026    -0.0012     0.0151     0.4132     0.0029     0.0002    -1.2159       8.74     4.2s
  140    -0.0123     0.0001     0.0153     0.4044     0.0041     0.0002    -1.2181       8.71     4.2s
  141    -0.0025    -0.0011     0.0118     0.3812     0.0027     0.0002    -1.2392       8.68     4.2s
  142    -0.0035    -0.0007     0.0079     0.3555     0.0039     0.0002    -1.2427       8.65     4.3s
  143    -0.0021    -0.0014     0.0075     0.3468     0.0063     0.0001    -1.2466       8.62     4.3s
  144    -0.0011    -0.0002     0.0028     0.3400     0.0018     0.0001    -1.2526       8.59     4.2s
  145    -0.0015    -0.0008     0.0062     0.3249     0.0039     0.0001    -1.2581       8.56     4.2s
  146    -0.0010    -0.0004     0.0033     0.3231     0.0026     0.0001    -1.2570       8.53     4.2s
  147    -0.0013    -0.0013     0.0047     0.3188     0.0053     0.0001    -1.2623       8.50     4.2s
  148    -0.0004    -0.0000     0.0051     0.3070     0.0034     0.0001    -1.2675       8.48     4.2s
  149    -0.0016    -0.0020     0.0060     0.2899     0.0037     0.0001    -1.2792       8.45     4.2s
  150    -0.0012    -0.0012     0.0036     0.2697     0.0038     0.0001    -1.2873       8.42     4.3s
  151    -0.0008    -0.0003     0.0036     0.2480     0.0041     0.0001    -1.3011       8.39     4.3s
  152    -0.0009    -0.0006     0.0050     0.2249     0.0038     0.0001    -1.3119       8.36     4.3s
  153    -0.0017    -0.0004     0.0047     0.2091     0.0022     0.0001    -1.3173       8.34     4.2s
  154    -0.0015    -0.0008     0.0046     0.1934     0.0034     0.0001    -1.3259       8.31     4.2s
  155    -0.0007     0.0000     0.0041     0.1877     0.0033     0.0001    -1.3254       8.28     4.2s
  156    -0.0009     0.0002     0.0049     0.1889     0.0023     0.0001    -1.3246       8.26     4.3s
  157    -0.0005    -0.0005     0.0044     0.1827     0.0040     0.0001    -1.3302       8.23     4.3s
  158    -0.0005    -0.0018     0.0044     0.1673     0.0026     0.0001    -1.3418       8.20     4.2s
  159    -0.0008    -0.0004     0.0051     0.1547     0.0028     0.0001    -1.3407       8.18     4.3s
  160    -0.0041     0.0002     0.0091     0.1570     0.0032     0.0001    -1.3401       8.15     4.3s
  161    -0.0007    -0.0006     0.0044     0.1547     0.0031     0.0001    -1.3427       8.13     4.2s
  162    -0.0003    -0.0010     0.0043     0.1486     0.0035     0.0001    -1.3463       8.10     4.2s
  163    -0.0010    -0.0009     0.0061     0.1432     0.0031     0.0001    -1.3476       8.08     4.2s
  164    -0.0010    -0.0006     0.0043     0.1432     0.0051     0.0001    -1.3459       8.05     4.3s
  165    -0.0022    -0.0017     0.0060     0.1497     0.0041     0.0001    -1.3427       8.03     4.3s
  166    -0.0011    -0.0016     0.0042     0.1381     0.0027     0.0001    -1.3565       8.01     4.3s
  167    -0.0010    -0.0008     0.0042     0.1230     0.0032     0.0001    -1.3564       7.98     4.3s
  168    -0.0006    -0.0005     0.0044     0.1174     0.0039     0.0001    -1.3623       7.96     4.3s
  169    -0.0046    -0.0016     0.0056     0.1063     0.0041     0.0001    -1.3682       7.94     4.2s
  170    -0.0015    -0.0002     0.0050     0.0978     0.0031     0.0001    -1.3716       7.91     4.3s
  171    -0.0016    -0.0006     0.0034     0.0852     0.0036     0.0001    -1.3807       7.89     4.3s
  172    -0.0017    -0.0012     0.0044     0.0774     0.0053     0.0001    -1.3788       7.87     4.2s
  173    -0.0015    -0.0013     0.0032     0.0716     0.0029     0.0001    -1.3859       7.84     4.2s
  174    -0.0010    -0.0009     0.0021     0.0625     0.0028     0.0001    -1.3894       7.82     4.2s
  175    -0.0006    -0.0016     0.0017     0.0600     0.0037     0.0001    -1.3880       7.80     4.0s
  176    -0.0007    -0.0007     0.0020     0.0552     0.0039     0.0001    -1.3946       7.78     4.2s
  177    -0.0020    -0.0009     0.0030     0.0457     0.0026     0.0001    -1.3977       7.75     4.3s
  178    -0.0007    -0.0011     0.0016     0.0435     0.0041     0.0001    -1.3973       7.73     4.3s
  179    -0.0005    -0.0017     0.0011     0.0504     0.0053     0.0001    -1.3922       7.71     4.2s
  180    -0.0057     0.0012     0.0160     0.0568     0.0059     0.0001    -1.3888       7.69     4.2s
  181    -0.0009    -0.0004     0.0032     0.0475     0.0030     0.0001    -1.4008       7.67     4.3s
  182    -0.0011    -0.0012     0.0012     0.0289     0.0042     0.0001    -1.4063       7.65     4.3s
  183    -0.0007    -0.0016     0.0024     0.0350     0.0052     0.0000    -1.3964       7.63     4.3s
  184    -0.0007    -0.0001     0.0009     0.0422     0.0028     0.0000    -1.3995       7.61     4.2s
  185    -0.0006    -0.0020     0.0017     0.0412     0.0064     0.0000    -1.3967       7.59     4.2s
  186    -0.0031    -0.0010     0.0043     0.0375     0.0034     0.0000    -1.4041       7.57     4.3s
  187    -0.0008    -0.0010     0.0033     0.0222     0.0028     0.0000    -1.4104       7.55     4.2s
  188    -0.0037    -0.0011     0.0071     0.0172     0.0040     0.0000    -1.4093       7.53     4.3s
  189    -0.0007    -0.0013     0.0031     0.0095     0.0035     0.0000    -1.4194       7.51     4.3s
  190    -0.0006    -0.0006     0.0020     0.0072     0.0038     0.0000    -1.4114       7.49     4.2s
  191    -0.0006    -0.0010     0.0028     0.0102     0.0037     0.0000    -1.4174       7.47     4.3s
  192    -0.0005    -0.0012     0.0034     0.0122     0.0036     0.0000    -1.4080       7.45     4.2s
  193    -0.0007    -0.0010     0.0020     0.0218     0.0040     0.0000    -1.4083       7.43     4.2s
  194    -0.0005    -0.0003     0.0031     0.0170     0.0034     0.0000    -1.4111       7.41     4.3s
  195    -0.0002    -0.0007     0.0021     0.0082     0.0039     0.0000    -1.4180       7.39     4.3s
  196    -0.0006    -0.0012     0.0020     0.0042     0.0046     0.0000    -1.4146       7.37     4.3s
  197    -0.0003     0.0000     0.0024     0.0098     0.0027     0.0000    -1.4112       7.35     4.2s
  198    -0.0007    -0.0012     0.0024     0.0170     0.0031     0.0000    -1.4099       7.33     4.2s
  199    -0.0004    -0.0001     0.0022     0.0243     0.0031     0.0000    -1.4031       7.32     4.3s

[INFO] Training complete in 848.7s
[INFO] Best mean reward: -0.0002
[INFO] Saved to output/grid7_ns2.0_l20.0/checkpoints_rl/
[INFO] Experiment: output/grid7_ns2.0_l20.0
[INFO] Simulation seed: 1042
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns2.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns2.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      765B / 764S
  Total PnL:  -1.3426
  Total Rew:  -183325.8568
  Avg |Pos|:  0.52

Saved: output/grid7_ns2.0_l20.0/checkpoints_rl/sim_results_1042.json
  sim 1/10: seed=1042  PnL=-1.3426  Fills=1529  Avg|Pos|=0.52
[INFO] Experiment: output/grid7_ns2.0_l20.0
[INFO] Simulation seed: 1043
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns2.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns2.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      517B / 517S
  Total PnL:  -0.8330
  Total Rew:  -164807.1535
  Avg |Pos|:  0.45

Saved: output/grid7_ns2.0_l20.0/checkpoints_rl/sim_results_1043.json
  sim 2/10: seed=1043  PnL=-0.8330  Fills=1034  Avg|Pos|=0.45
[INFO] Experiment: output/grid7_ns2.0_l20.0
[INFO] Simulation seed: 1044
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns2.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns2.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      100B / 100S
  Total PnL:  -0.2525
  Total Rew:  -56995.5542
  Avg |Pos|:  0.17

Saved: output/grid7_ns2.0_l20.0/checkpoints_rl/sim_results_1044.json
  sim 3/10: seed=1044  PnL=-0.2525  Fills=200  Avg|Pos|=0.17
[INFO] Experiment: output/grid7_ns2.0_l20.0
[INFO] Simulation seed: 1045
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns2.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns2.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      611B / 610S
  Total PnL:  -1.0287
  Total Rew:  -186019.0688
  Avg |Pos|:  0.52

Saved: output/grid7_ns2.0_l20.0/checkpoints_rl/sim_results_1045.json
  sim 4/10: seed=1045  PnL=-1.0287  Fills=1221  Avg|Pos|=0.52
[INFO] Experiment: output/grid7_ns2.0_l20.0
[INFO] Simulation seed: 1046
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns2.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns2.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      495B / 495S
  Total PnL:  -0.7426
  Total Rew:  -60048.8428
  Avg |Pos|:  0.34

Saved: output/grid7_ns2.0_l20.0/checkpoints_rl/sim_results_1046.json
  sim 5/10: seed=1046  PnL=-0.7426  Fills=990  Avg|Pos|=0.34
[INFO] Experiment: output/grid7_ns2.0_l20.0
[INFO] Simulation seed: 1047
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns2.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns2.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      174B / 174S
  Total PnL:  -0.3334
  Total Rew:  -56718.8829
  Avg |Pos|:  0.17

Saved: output/grid7_ns2.0_l20.0/checkpoints_rl/sim_results_1047.json
  sim 6/10: seed=1047  PnL=-0.3334  Fills=348  Avg|Pos|=0.17
[INFO] Experiment: output/grid7_ns2.0_l20.0
[INFO] Simulation seed: 1048
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns2.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns2.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      501B / 502S
  Total PnL:  -0.6952
  Total Rew:  -87892.8509
  Avg |Pos|:  0.31

Saved: output/grid7_ns2.0_l20.0/checkpoints_rl/sim_results_1048.json
  sim 7/10: seed=1048  PnL=-0.6952  Fills=1003  Avg|Pos|=0.31
[INFO] Experiment: output/grid7_ns2.0_l20.0
[INFO] Simulation seed: 1049
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns2.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns2.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      184B / 184S
  Total PnL:  -0.3632
  Total Rew:  -44250.3597
  Avg |Pos|:  0.26

Saved: output/grid7_ns2.0_l20.0/checkpoints_rl/sim_results_1049.json
  sim 8/10: seed=1049  PnL=-0.3632  Fills=368  Avg|Pos|=0.26
[INFO] Experiment: output/grid7_ns2.0_l20.0
[INFO] Simulation seed: 1050
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns2.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns2.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      256B / 256S
  Total PnL:  -0.3374
  Total Rew:  -69399.1090
  Avg |Pos|:  0.15

Saved: output/grid7_ns2.0_l20.0/checkpoints_rl/sim_results_1050.json
  sim 9/10: seed=1050  PnL=-0.3374  Fills=512  Avg|Pos|=0.15
[INFO] Experiment: output/grid7_ns2.0_l20.0
[INFO] Simulation seed: 1051
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns2.0_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns2.0_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      249B / 248S
  Total PnL:  -0.4155
  Total Rew:  -54428.7431
  Avg |Pos|:  0.23

Saved: output/grid7_ns2.0_l20.0/checkpoints_rl/sim_results_1051.json
  sim 10/10: seed=1051  PnL=-0.4155  Fills=497  Avg|Pos|=0.23
  Summary: PnL=-0.6344 +/- 0.3403  Avg|Pos|=0.31  Fills=770
[DONE] grid7_ns2.0_l20.0 in 925.7s

============================================================
[17/18] n_sigma=2.0, lambda2=1.5
  Output: output/grid7_ns2.0_l21.5
============================================================
[INFO] Using device: mps
[INFO] Data shape: (2000, 95)
[INFO] RL train stocks: [60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]
[INFO] RL val stocks:   [80, 81, 82, 83, 84]
[INFO] Loaded transformer predictions from output/grid7_ns2.0_l21.5/checkpoints
[INFO] Normalization: mean=0.0000, std=0.0002
[INFO] Auto-loaded R²=0.5583 from transformer metrics
[INFO] Policy parameters: 4,677
[INFO] Env params: half_spread=0.0005, target_vol=0.02, R²=0.5583214163780212, n_sigma=2.0, tau=20, lambda2=1.5

 Iter    MeanRew    PolLoss      VLoss    Entropy         KL    EntCoef     LogStd     RewStd     Time
-------------------------------------------------------------------------------------------------------
    0   -15.5585    -0.0014     0.6988     1.8394     0.0022     0.0005    -0.4977      70.79     4.2s
    1   -10.7564    -0.0004     0.5485     1.8473     0.0005     0.0005    -0.4925      53.06     4.2s
    2    -2.5705    -0.0027     0.3675     1.8565     0.0028     0.0005    -0.4891      43.66     4.2s
    3    -2.9968    -0.0025     0.3824     1.8697     0.0030     0.0005    -0.4781      38.16     4.3s
    4    -1.6155    -0.0010     0.5602     1.8791     0.0040     0.0005    -0.4820      34.38     4.3s
    5    -3.0563    -0.0001     0.5967     1.8776     0.0017     0.0005    -0.4779      32.04     4.2s
    6    -5.1201    -0.0029     0.4752     1.8968     0.0024     0.0005    -0.4637      30.82     4.2s
    7    -1.5290    -0.0021     0.4156     1.9100     0.0013     0.0005    -0.4649      28.92     4.2s
